,Дата,Наименование,Группа,Код,Стоимость услуги,Наименование лаборатории
428,2023-12-07 18:22:17,Т4 общий,Щитовидная железа,A09.05.064,300,ООО «Ваша лаборатория»
429,2023-12-07 18:22:17,Т4 свободный,Щитовидная железа,A09.05.063,300,ООО «Ваша лаборатория»
430,2023-12-07 18:22:17,ТТГ,Щитовидная железа,A09.05.065,255,ООО «Ваша лаборатория»
431,2023-12-07 18:22:17,Тиреоглобулин,Щитовидная железа,A09.05.117,540,ООО «Ваша лаборатория»
432,2023-12-07 18:22:17,Тироксинсвязывающая способность,Щитовидная железа,,450,ООО «Ваша лаборатория»
433,2023-12-07 18:22:17,Тироксинсвязывающий глобулин,Щитовидная железа,A09.05.097,450,ООО «Ваша лаборатория»
434,2023-12-07 18:22:17,Гломерулонефрит,Почки,,925,ООО «Ваша лаборатория»
435,2023-12-07 18:22:17,Почечные пробы,Почки,,380,ООО «Ваша лаборатория»
436,2023-12-07 18:22:17,"Функция почек, комплекс анализов (почечные пробы)",Почки,,1 135,ООО «Ваша лаборатория»
437,2023-12-07 18:22:17,Канальцевая реабсорбция,Почки,,10,ООО «Ваша лаборатория»
438,2023-12-07 18:22:17,Минутный диурез,Почки,,10,ООО «Ваша лаборатория»
439,2023-12-07 18:22:17,Проба Реберга,Почки,A12.28.002,290,ООО «Ваша лаборатория»
440,2023-12-07 18:22:17,СКФ MDRD расчет,Почки,,10,ООО «Ваша лаборатория»
441,2023-12-07 18:22:17,СКФ по клиренсу креатинина,Почки,,10,ООО «Ваша лаборатория»
442,2023-12-07 18:22:17,СКФ по методу Cockroft-Gault,Почки,A12.28.002.000,135,ООО «Ваша лаборатория»
443,2023-12-07 18:22:17,СКФ по методу MDRD,Почки,A12.28.002.000,435,ООО «Ваша лаборатория»
444,2023-12-07 18:22:17,Диагностика бронхита (комплекс анализов),Бронхи и легкие,,3 460,ООО «Ваша лаборатория»
445,2023-12-07 18:22:17,Комплекс анализов Воспаление лёгких,Бронхи и легкие,,905,ООО «Ваша лаборатория»
446,2023-12-07 18:22:17,Обследование после перенесенной коронавирусной инфекции COVID-19,Бронхи и легкие,,2 955,ООО «Ваша лаборатория»
447,2023-12-07 18:22:17,Антитела к S-белку вируса SARS-CoV-2 IgG количественный,Бронхи и легкие,,1 092,ООО «Ваша лаборатория»
448,2023-12-07 18:22:17,Антитела к SARS-CoV-2 IgG качественный,Бронхи и легкие,,675,ООО «Ваша лаборатория»
449,2023-12-07 18:22:17,Антитела к SARS-CoV-2 IgM качественный,Бронхи и легкие,,500,ООО «Ваша лаборатория»
450,2023-12-07 18:22:17,Диагностика туберкулеза T-SPOT.TB,Бронхи и легкие,,4 300,ООО «Ваша лаборатория»
451,2023-12-07 18:22:17,Квантифероновый тест (диагностика туберкулеза),Бронхи и легкие,,4 300,ООО «Ваша лаборатория»
452,2023-12-07 18:22:17,"ПЦР-тест на коронавирус SARS-CoV-2, мазок",Бронхи и легкие,A26.08.027.001,1 200,ООО «Ваша лаборатория»
453,2023-12-07 18:22:17,"Обследование перед посещением детского сада, бассейна",Паразиты,,635,ООО «Ваша лаборатория»
454,2023-12-07 18:22:17,Паразитарные инфекции (комплекс анализов по крови),Паразиты,,3 360,ООО «Ваша лаборатория»
455,2023-12-07 18:22:17,Антитела к Toxoplasma gondii IgG (количественный),Паразиты,A26.06.081.001,335,ООО «Ваша лаборатория»
456,2023-12-07 18:22:17,Антитела к Toxoplasma gondii IgM,Паразиты,A26.06.081.002,435,ООО «Ваша лаборатория»
457,2023-12-07 18:22:17,Антитела к антигенам аскарид IgG,Паразиты,A26.06.121,660,ООО «Ваша лаборатория»
458,2023-12-07 18:22:17,Антитела к антигенам аскарид IgG (титр),Паразиты,A26.06.121,1 430,ООО «Ваша лаборатория»
459,2023-12-07 18:22:17,Антитела к антигенам лямблий суммарные,Паразиты,A26.06.032,400,ООО «Ваша лаборатория»
460,2023-12-07 18:22:17,Антитела к антигенам лямблий суммарные (титр),Паразиты,A26.06.032,925,ООО «Ваша лаборатория»
461,2023-12-07 18:22:17,Антитела к антигенам описторхисов IgG,Паразиты,A26.06.062,585,ООО «Ваша лаборатория»
462,2023-12-07 18:22:17,Антитела к антигенам описторхисов IgG (титр),Паразиты,A26.06.062,675,ООО «Ваша лаборатория»
463,2023-12-07 18:22:17,Антитела к антигенам токсокар IgG,Паразиты,A26.06.080,385,ООО «Ваша лаборатория»
464,2023-12-07 18:22:17,Антитела к антигенам токсокар IgG (титр),Паразиты,A26.06.080,575,ООО «Ваша лаборатория»
465,2023-12-07 18:22:17,Антитела к антигенам трихинелл IgG,Паразиты,A26.06.079,385,ООО «Ваша лаборатория»
466,2023-12-07 18:22:17,Антитела к антигенам трихинелл IgG (титр),Паразиты,A26.06.079,675,ООО «Ваша лаборатория»
467,2023-12-07 18:22:17,Антитела к антигенам эхинококка IgG,Паразиты,A26.06.024,610,ООО «Ваша лаборатория»
468,2023-12-07 18:22:17,Антитела к антигенам эхинококка IgG (титр),Паразиты,A26.06.024,675,ООО «Ваша лаборатория»
469,2023-12-07 18:22:17,Определение авидности антител IgG к Toxoplasma gondii,Паразиты,A26.06.081.003,755,ООО «Ваша лаборатория»
470,2023-12-07 18:22:17,Комплекс для расчета индекса инсулинорезистентности Homa IR,Кровь на сахар,,545,ООО «Ваша лаборатория»
471,2023-12-07 18:22:17,Сахарный диабет (диагностика),Кровь на сахар,,1 310,ООО «Ваша лаборатория»
472,2023-12-07 18:22:17,Сахарный диабет (контроль гликемии),Кровь на сахар,,535,ООО «Ваша лаборатория»
473,2023-12-07 18:22:17,Сахарный диабет (контроль лечения),Кровь на сахар,,1 690,ООО «Ваша лаборатория»
474,2023-12-07 18:22:17,Гликированный гемоглобин,Кровь на сахар,A09.05.083,420,ООО «Ваша лаборатория»
475,2023-12-07 18:22:17,Глюкоза,Кровь на сахар,A09.05.023,115,ООО «Ваша лаборатория»
476,2023-12-07 18:22:17,Фруктозамин,Кровь на сахар,A09.05.102,485,ООО «Ваша лаборатория»
477,2023-12-07 18:22:17,Коагулограмма (комплекс анализов),Свертываемость крови,,940,ООО «Ваша лаборатория»
478,2023-12-07 18:22:17,Коагулограмма расширенная,Свертываемость крови,,1 725,ООО «Ваша лаборатория»
479,2023-12-07 18:22:17,Контроль антикоагулянтной терапии,Свертываемость крови,,190,ООО «Ваша лаборатория»
480,2023-12-07 18:22:17,Повышенная кровоточивость (комплекс анализов),Свертываемость крови,,360,ООО «Ваша лаборатория»
481,2023-12-07 18:22:17,АЧТВ,Свертываемость крови,A12.05.039,130,ООО «Ваша лаборатория»
482,2023-12-07 18:22:17,Антитромбин III,Свертываемость крови,A09.05.047,275,ООО «Ваша лаборатория»
483,2023-12-07 18:22:17,Волчаночный антикоагулянт,Свертываемость крови,,1 246,ООО «Ваша лаборатория»
484,2023-12-07 18:22:17,Д-димер,Свертываемость крови,A09.05.051.001,785,ООО «Ваша лаборатория»
485,2023-12-07 18:22:17,"Протромбиновое время, протромбин и МНО",Свертываемость крови,A12.05.027+A12.30.014,190,ООО «Ваша лаборатория»
486,2023-12-07 18:22:17,Тромбиновое время,Свертываемость крови,A12.05.028,175,ООО «Ваша лаборатория»
487,2023-12-07 18:22:17,Фибриноген,Свертываемость крови,A09.05.050,170,ООО «Ваша лаборатория»
488,2023-12-07 18:22:17,Риск сердечно-сосудистых заболеваний (комплекс анализов),Сердце и сосуды,,2 085,ООО «Ваша лаборатория»
489,2023-12-07 18:22:17,Креатинкиназа-МВ,Сердце и сосуды,A09.05.043.000,280,ООО «Ваша лаборатория»
490,2023-12-07 18:22:17,Миоглобин,Сердце и сосуды,A09.05.006,833,ООО «Ваша лаборатория»
491,2023-12-07 18:22:17,"С-реактивный белок, ультрачувствительный",Сердце и сосуды,A09.05.009.000,325,ООО «Ваша лаборатория»
492,2023-12-07 18:22:17,Тропонин I высокочувствительный,Сердце и сосуды,A09.05.193.000,826,ООО «Ваша лаборатория»
493,2023-12-07 18:22:17,TORCH инфекции IgG и IgM,Беременность,,3 000,ООО «Ваша лаборатория»
494,2023-12-07 18:22:17,Анализы в 1-м триместре беременности 1-13 недели,Беременность,,6 290,ООО «Ваша лаборатория»
495,2023-12-07 18:22:17,Анализы в 3-м триместре беременности от 29-30 недели,Беременность,,3 055,ООО «Ваша лаборатория»
496,2023-12-07 18:22:17,Анализы во 2-м триместре беременности 14-28 недели,Беременность,,2 120,ООО «Ваша лаборатория»
497,2023-12-07 18:22:17,"Будущим мамам, подготовка к беременности (комплекс анализов)",Беременность,,9 630,ООО «Ваша лаборатория»
498,2023-12-07 18:22:17,Будущим папам (комплекс анализов),Беременность,,4 005,ООО «Ваша лаборатория»
499,2023-12-07 18:22:17,Комплекс анализов для ЭКО (после 5 дня цикла),Беременность,,975,ООО «Ваша лаборатория»
500,2023-12-07 18:22:17,Комплекс анализов крови для ЭКО (3-5 день цикла),Беременность,,8 453,ООО «Ваша лаборатория»
501,2023-12-07 18:22:17,Планирование беременности (комплекс анализов),Беременность,,5 410,ООО «Ваша лаборатория»
502,2023-12-07 18:22:17,ХГЧ,Беременность,,280,ООО «Ваша лаборатория»
503,2023-12-07 18:22:17,I Love Supersport: атлет,Спорт и фитнес,,4 195,ООО «Ваша лаборатория»
504,2023-12-07 18:22:17,I Love Supersport: базовый комплекс анализов,Спорт и фитнес,,1 580,ООО «Ваша лаборатория»
505,2023-12-07 18:22:17,I Love Supersport: питание и спорт,Спорт и фитнес,,4 360,ООО «Ваша лаборатория»
506,2023-12-07 18:22:17,Комплекс анализов Здоровый спорт,Спорт и фитнес,,4 515,ООО «Ваша лаборатория»
507,2023-12-07 18:22:17,Контроль над стрессом,Спорт и фитнес,,2 925,ООО «Ваша лаборатория»
508,2023-12-07 18:22:17,Контроль специального спортивного питания,Спорт и фитнес,,1 740,ООО «Ваша лаборатория»
509,2023-12-07 18:22:17,Подготовка к занятиям  в тренажерном зале,Спорт и фитнес,,5 070,ООО «Ваша лаборатория»
510,2023-12-07 18:22:17,Подготовка к приему специального спортивного питания,Спорт и фитнес,,2 220,ООО «Ваша лаборатория»
511,2023-12-07 18:22:17,Beauty чекап,Авторские комплексы,,2 090,ООО «Ваша лаборатория»
512,2023-12-07 18:22:17,Базовый комплекс рекомендуемых анализов от Мирославы Красовой,Авторские комплексы,,2 630,ООО «Ваша лаборатория»
513,2023-12-07 18:22:17,Комплекс Минимум рекомендуемых анализов от Ketopower,Авторские комплексы,,6 965,ООО «Ваша лаборатория»
514,2023-12-07 18:22:17,Комплекс Минимум рекомендуемых анализов от smart__manya,Авторские комплексы,,5 010,ООО «Ваша лаборатория»
515,2023-12-07 18:22:17,Комплекс Оптимум рекомендуемых анализов от smart__manya,Авторские комплексы,,8 200,ООО «Ваша лаборатория»
516,2023-12-07 18:22:17,Комплекс анализов для бегунов Базовый от «Академии марафона»,Авторские комплексы,,1 840,ООО «Ваша лаборатория»
517,2023-12-07 18:22:17,Комплекс анализов для бегунов Премиум от «Академии марафона»,Авторские комплексы,,3 315,ООО «Ваша лаборатория»
518,2023-12-07 18:22:17,Комплекс анализов при дисменореи от доктора Хайрова,Авторские комплексы,,4 875,ООО «Ваша лаборатория»
519,2023-12-07 18:22:17,Панель биомаркеров для женщин (open longevity),Авторские комплексы,,9 130,ООО «Ваша лаборатория»
520,2023-12-07 18:22:17,Панель биомаркеров для мужчин (open longevity),Авторские комплексы,,9 370,ООО «Ваша лаборатория»
521,2023-12-07 18:22:17,Комплекс Оптимум рекомендуемых анализов от Ketopower,Авторские комплексы,,11 145,ООО «Ваша лаборатория»
522,2023-12-07 18:22:17,Группа крови и резус-фактор,Группа крови и резус-фактор,A12.05.005+A12.05.006,420,ООО «Ваша лаборатория»
523,2023-12-07 18:22:17,"HLA B27, генотипирование I класса, ПЦР с заключением врача-генетика",Генетика,,1 225,ООО «Ваша лаборатория»
524,2023-12-07 18:22:17,Наследственный HFE-ассоциированный гемохроматоз I типа с заключением врача-генетика,Генетика,,1 925,ООО «Ваша лаборатория»
525,2023-12-07 18:22:17,"HLA B27, генотипирование I класса, ПЦР",Генетика,A12.05.010,850,ООО «Ваша лаборатория»
526,2023-12-07 18:22:17,"Заключение. F2:20210 G&gt;A, F5:1691 G&gt;A",Генетика,B01.006.001,475,ООО «Ваша лаборатория»
527,2023-12-07 18:22:17,"Заключение. F2:20210 G&gt;A, F5:1691 G&gt;A, F7:10976 G&gt;A, F13A1 G&gt;T, FGB:-455 G&gt;A, ITGA2:807 C&gt;T, ITGB3:1565 T&gt;C, SERPINE1 (PAI-1:-675 5G&gt;4G)",Генетика,B01.006.001,475,ООО «Ваша лаборатория»
528,2023-12-07 18:22:17,Заключение. HFE-ассоциированный гемохроматоз,Генетика,B01.006.001,375,ООО «Ваша лаборатория»
529,2023-12-07 18:22:17,Заключение. HLA B27,Генетика,B01.006.001,375,ООО «Ваша лаборатория»
530,2023-12-07 18:22:17,Заключение. MCM6 (-13910 T&gt;C),Генетика,B01.006.001,430,ООО «Ваша лаборатория»
531,2023-12-07 18:22:17,"Заключение. MTHFR (677 C&gt;T (A222V), MTHFR (1298 A&gt;C (E429A), MTR 2756 A&gt;G (D919G), MTRR (66 A&gt;G (I22M)",Генетика,B01.006.001,475,ООО «Ваша лаборатория»
532,2023-12-07 18:22:17,Заключение. UGT1A1,Генетика,B01.006.001,375,ООО «Ваша лаборатория»
533,2023-12-07 18:22:17,Мутации в генах BRCA1 и BRCA2 (8 точек),Генетика,A27.05.040,3 003,ООО «Ваша лаборатория»
534,2023-12-07 18:22:17,Наследственный гемохроматоз I типа HFE,Генетика,A27.05.009+A27.05.010,1 550,ООО «Ваша лаборатория»
535,2023-12-07 18:22:17,Непереносимость лактозы с заключением генетика (недостаточность лактазы),Генетика,,1 186,ООО «Ваша лаборатория»
536,2023-12-07 18:22:17,"Определение 4 полиморфизмов в генах, связанных с фолатным циклом, с заключением врача-генетика",Генетика,,3 150,ООО «Ваша лаборатория»
537,2023-12-07 18:22:17,"Определение 8 полиморфизмов в генах, связанных с риском развития тромбофилии, с заключением врача-генетика",Генетика,,4 325,ООО «Ваша лаборатория»
538,2023-12-07 18:22:17,"Определение полиморфизмов, ассоциированных с нарушением фолатного цикла 4 полиморфизма",Генетика,A27.05.003,2 675,ООО «Ваша лаборатория»
539,2023-12-07 18:22:17,"Определение полиморфизмов, ассоциированных с нарушениями MCM6",Генетика,,756,ООО «Ваша лаборатория»
540,2023-12-07 18:22:17,"Определение полиморфизмов, ассоциированных с риском развития тромбофилии 8 полиморфизмов",Генетика,A27.05.002+A27.05.018+A27.05.004+A27.05.006,3 850,ООО «Ваша лаборатория»
541,2023-12-07 18:22:17,Синдром Жильбера ген UGT1A1,Генетика,A27.30.015,1 400,ООО «Ваша лаборатория»
542,2023-12-07 18:22:17,Синдром Жильбера исследование гена UGT1A1 с заключением врача-генетика,Генетика,,1 775,ООО «Ваша лаборатория»
543,2023-12-07 18:22:17,Склонность к тромбозам при беременности минимальная панель,Генетика,A27.05.002+A27.05.018,1 995,ООО «Ваша лаборатория»
544,2023-12-07 18:22:17,"Склонность к тромбозам при беременности минимальная панель F2, F5 с заключением врача-генетика",Генетика,,2 470,ООО «Ваша лаборатория»
